captured_at,image_file,image_url,cam_fps,cam_backend,cam_imgsz,cam_stride,thermal_ambient_c,thermal_min_c,thermal_max_c,thermal_mean_c,thermal_grid,gps_valid,gps_latitude,gps_longitude,gps_altitude_m,gps_satellites,gps_speed_knots,gps_utc_time,created_at,yolo_pothole,yolo_crack
2025-05-27 05:45:00+00,2026-05-25T18-54-00.284Z.jpg,https://phtayazeiyvmoobmmhoe.supabase.co/storage/v1/object/public/captures/images/2026-05-25T18-54-00.284Z.jpg,22.1,NCNN,224,5,39.7,38.7,47.6,43.1,"[[41.4765,40.369,41.1769,40.1692,40.3116,38.7377,40.0756,39.1162,40.098,39.4738,40.8523,39.4386,40.4491,39.8059,40.4491,40.2998,39.9754,39.8389,40.665,40.015,39.444,39.6945,40.1512,40.0259,40.4419,39.519,39.7995,40.1504,39.8596,39.9279,40.1655,39.6164],[40.667,40.0567,39.924,41.1104,39.646,39.6047,40.0787,40.6833,40.5636,40.0702,39.6164,40.8573,40.2813,39.9912,39.8575,41.0484,39.6238,40.3654,39.8628,40.3805,39.8802,39.6151,40.3576,39.6082,39.8531,39.92,39.3546,40.2711,40.3077,39.6807,39.3881,40.3143],[40.8769,40.8369,41.3968,40.1088,39.9265,40.3101,41.1651,40.059,39.8054,40.3864,40.6777,39.8956,40.6623,40.6094,40.872,39.9703,40.5019,40.1523,40.4258,39.6447,39.67,39.836,40.276,39.4407,40.3576,39.684,40.6736,40.4238,40.0591,39.8482,38.7821,39.7429],[40.6232,41.2866,41.173,41.0545,40.6317,40.2348,40.3149,41.0939,40.4082,41.1265,41.0645,41.039,40.4734,40.3668,40.4894,41.4704,40.3392,39.1798,40.2202,40.1851,39.5031,39.568,39.8675,40.0011,39.9779,39.2281,39.6083,40.1417,39.8329,39.5495,39.4872,39.9368],[41.021,41.1787,41.5462,40.5795,40.9293,41.0867,41.3129,41.268,41.2478,42.0867,43.6898,43.4192,43.8486,43.4555,43.1582,42.9196,42.0997,41.9005,41.7025,40.9314,40.0156,40.0303,39.8849,40.0522,39.474,39.7661,39.4043,39.7633,39.6785,38.6564,39.9805,39.6954],[40.7849,41.6057,41.2893,42.3653,40.9173,40.7913,41.7109,42.6393,41.638,44.0596,45.466,46.9757,44.9196,45.3193,44.7474,44.6537,44.2163,43.573,42.7898,42.7021,41.1268,40.7066,40.0711,40.5881,39.8566,40.2939,39.7953,40.2898,40.0935,39.2662,39.9483,40.8116],[41.1685,41.6239,40.7649,41.1725,40.9058,41.0601,42.9951,42.5836,45.4964,45.8008,46.5498,46.8167,46.3241,46.1055,46.6617,46.3028,46.8015,46.6117,46.6761,46.3303,44.787,43.5526,41.478,41.0688,39.9403,40.8098,40.5279,40.1111,39.4096,39.5748,39.8584,39.8483],[40.6998,40.8488,41.4189,41.7989,41.3347,41.9833,41.6406,43.8717,45.6477,45.8698,46.3406,47.6116,46.1275,46.4931,46.3127,46.5392,46.8037,46.4937,46.3032,46.7391,45.795,45.024,42.2082,41.9582,40.703,39.9846,39.9107,39.6164,39.8552,40.1296,39.1656,40.2778],[41.1838,40.3176,41.9558,41.8765,41.557,41.5574,43.0749,44.3087,44.7785,45.7864,46.3588,46.3217,46.1461,46.7391,46.7989,46.757,46.801,46.7508,46.3225,46.4716,46.1498,45.9525,44.7992,45.4828,42.4345,41.1122,40.3728,40.3535,39.8546,40.0017,39.6174,39.3895],[40.7122,40.4397,41.2615,42.0587,41.9834,41.4685,43.4316,44.4516,44.6114,45.5054,45.8148,45.1849,45.6219,46.0282,46.4419,47.0316,46.4745,45.9787,46.4644,46.205,45.6509,45.3305,45.474,45.9069,44.4439,42.8862,40.7445,40.3235,40.2704,39.7369,39.3892,39.0852],[40.3164,41.286,40.8743,40.446,41.3824,40.6121,43.0519,42.9827,46.0212,46.134,45.3177,44.8956,45.955,45.8886,46.4757,46.7818,46.274,45.9195,46.4592,46.4697,45.2975,44.7568,45.1564,46.0024,45.1745,44.5922,41.191,41.7615,40.9381,40.0545,40.0281,40.0412],[40.3261,41.2457,40.6238,40.603,41.5957,40.9101,42.8757,45.2002,46.2148,45.8598,43.8824,44.6706,45.4786,45.9809,46.2887,46.8527,46.4218,46.3488,45.7947,45.906,45.4861,44.4776,44.6088,45.2545,45.1557,44.7001,41.206,41.8594,41.1452,40.61,39.8335,40.1709],[40.6011,41.0423,41.9805,41.7508,41.4203,40.8296,43.6523,45.8442,46.7333,47.1818,46.8836,45.0729,45.9993,46.5858,46.3226,46.611,46.7904,46.0908,46.3328,46.4768,45.6488,44.9371,44.8079,44.9653,45.8872,44.9467,41.2435,42.3395,42.2843,41.8491,40.2521,40.4693],[41.7589,41.2468,41.3071,41.9413,41.0068,40.9767,43.6282,45.2118,46.1921,46.4309,47.0407,46.7552,46.5385,46.3645,46.3085,46.1934,46.32,46.1948,45.9821,46.557,45.1642,44.3151,45.1351,44.9161,45.1708,44.7023,41.4084,41.6799,41.5192,42.1853,40.0565,40.6509],[41.3124,40.7779,42.4137,40.8566,42.1479,40.9158,42.3178,43.2332,45.516,46.9013,46.2171,46.5119,45.4848,46.1044,46.5071,45.8001,45.811,46.2662,45.8342,46.3236,45.6946,44.0883,44.9903,44.6053,45.0093,44.9912,41.9585,41.5601,41.906,42.6289,41.0865,40.4516],[42.7361,41.9131,41.0787,41.8703,41.5489,42.0843,42.494,42.5893,44.6366,44.8178,45.6742,46.2564,45.1765,45.3773,45.4827,45.8881,46.1786,45.7107,45.8213,45.7318,45,44.0288,45.1497,44.877,44.6294,43.9857,42.3184,41.5242,42.4684,41.9778,41.1056,41.0531],[43.4122,43.5308,43.6913,43.8443,43.9755,43.74,44.419,44.927,45.1633,45.0972,45.3255,45.1254,45.3607,44.9324,45.8689,45.8262,45.3462,44.9367,45.1688,44.2587,43.2397,43.1589,41.4688,41.8768,41.2798,42.1945,41.5,41.4699,42.2535,42.3981,42.3343,41.4731],[44.5767,44.1678,44.3862,45.335,43.8069,44.0638,44.5908,44.8604,44.4547,44.5028,45.3451,45.4567,45.0159,45.2262,45.5483,45.579,45.0053,44.7103,44.2747,44.1759,43.0606,41.2955,41.4979,41.7848,41.6408,40.9444,41.273,41.436,42.0296,41.8821,42.3375,42.2956],[44.6232,44.6966,45.2603,44.4844,44.8193,44.9432,44.5784,44.9417,45.6028,44.7402,46.1055,45.1811,45.5382,45.1113,45.7169,45.4968,45.8928,44.7745,44.6517,44.6106,42.4468,42.2059,42.3994,41.2682,41.2296,40.6066,41.0663,41.0397,40.9518,40.9523,42.2926,42.6593],[44.6045,45.5957,44.6179,45.3806,44.8615,44.6726,45.1997,45.8556,45.0394,46.186,45.5524,45.2975,45.5798,45.4256,44.8176,45.4234,45.2115,44.7241,45.5337,45.6081,44.8523,43.4452,43.8833,43.0878,41.8026,40.5492,41.238,42.2077,40.7726,41.0462,42.9059,43.288],[45.1469,44.4506,44.8316,45.1648,45.4742,45.1711,45.4496,45.9556,45.4073,45.7369,46.1177,46.2783,45.2099,45.1247,45.3902,44.7954,45.0148,44.9452,45.0259,45.8998,45.3828,45.3245,45.2656,44.9897,42.8584,42.8046,42.3783,41.9371,41.2471,40.3561,41.9415,43.2537],[44.6232,45.4042,45.1058,46.5747,45.5256,45.7599,44.6702,45.5636,45.0701,45.6746,45.3976,45.9,44.8455,44.9077,45.018,45.6382,44.8783,45.2763,45.2545,46.0691,45.2452,45.2895,45.9663,45.7308,45.0521,43.5532,41.93,42.2721,41.4728,41.3673,41.4095,43.0192],[44.596,44.6836,45.5826,45.7265,44.6047,44.7434,46.3594,45.6057,46.2659,45.1407,46.2374,45.7568,45.2263,45.559,45.8089,45.3652,45.5841,44.8058,45.4252,45.7506,45.0316,44.9614,45.8341,45.5903,45.6474,45.2277,44.0357,43.527,41.3626,41.2024,41.5351,42.4101],[45.5108,46.3668,46.6687,46.0144,44.7183,44.5172,46.2427,46.0974,45.5581,45.9763,45.5398,46.3898,44.947,45.1516,45.5138,46.3,44.5567,45.1527,45.6981,45.7799,45.122,45.5411,45.7211,46.0164,45.5348,45.5867,45.3571,45.0704,41.5789,42.1079,41.5579,43.2019]]",false,15.477838929428,120.5966507205,0,0,0,232219.00,2026-05-27 06:26:45.223528+00,false,true
2025-05-27 05:45:18.181818+00,2026-05-25T18-54-05.879Z.jpg,https://phtayazeiyvmoobmmhoe.supabase.co/storage/v1/object/public/captures/images/2026-05-25T18-54-05.879Z.jpg,22.7,NCNN,224,5,39.7,39.2,47.6,43.3,"[[41.0764,40.4002,40.5578,40.4505,39.9876,40.6203,40.2237,39.825,40.2454,40.7687,40.1657,40.0873,40.1979,40.8273,40.5957,40.9152,39.9279,40.8555,40.4132,40.4444,40.1964,40.7127,40.2996,40.0571,39.5361,40.1887,40.391,40.6321,40.0101,40.6572,40.0685,39.8994],[42.048,39.9435,39.9555,40.5214,41.0721,39.9841,40.3318,41.0527,40.8052,40.011,40.6777,40.4012,40.5094,40.3359,40.2829,40.6191,40.6182,40.7099,40.0928,40.7274,40.5079,40.1575,39.9827,40.1706,40.5084,39.2298,40.2613,39.978,40.339,40.0648,40.157,39.9769],[41.2863,41.1224,40.0958,41.3406,40.0754,41.0041,40.6716,40.5158,39.7509,40.8132,41.2167,40.9027,40.2369,41.0169,40.2643,40.3873,40.4595,40.5543,39.9933,40.2509,40.0112,40.8264,40.224,40.2696,40.0964,40.9467,40.6122,40.6653,40.2085,39.8798,40.3457,40.4756],[40.9127,40.6837,41.9128,40.9673,41.1017,41.2577,40.7675,41.6596,41.0367,40.6871,41.4822,41.5706,40.8817,41.2635,41.4508,41.2395,40.9328,41.1715,40.2513,39.7642,40.3016,39.9093,39.8988,40.1516,40.6162,39.9953,40.6824,40.0841,40.2986,39.7019,40.4444,41.0097],[41.4191,41.2094,41.229,40.8389,41.5054,41.7557,41.2532,41.0952,41.1958,42.3037,42.7307,44.0003,43.8099,43.8408,42.574,43.31,41.8834,42.4686,41.4799,41.8769,40.9072,40.9839,40.2252,41.0341,39.8166,39.9932,39.7581,40.2036,39.8283,40.8228,40.1305,39.5007],[41.3117,42.4841,41.0899,41.6166,40.948,41.5743,42.3487,41.9871,42.251,42.3589,45.3151,45.507,46.002,45.11,44.7758,44.7959,44.0693,43.5399,42.8193,43.027,41.7073,41.0384,41.053,40.9261,40.463,40.638,40.6328,40.2382,40.3313,39.8439,40.2014,40.5206],[41.5576,41.1849,41.1376,42.0791,41.0526,41.9047,41.5674,42.4203,44.1723,45.2843,46.8622,46.8437,46.2918,46.6406,45.5893,46.4998,46.6052,46.974,46.4737,46.5298,43.8829,44.1008,41.9955,41.662,40.6601,40.458,40.2801,40.5386,40.3732,40.8243,40.0083,40.3187],[41.2117,41.2316,41.4494,42.164,41.5699,41.321,42.2577,42.6816,45.4947,46.0096,46.3681,47.406,46.6615,46.4638,46.8522,46.5097,46.9967,46.4653,47.0058,46.3656,45.6515,46.0145,43.7008,43.0299,41.4858,40.8982,40.1397,40.757,40.6925,39.6742,40.7228,40.6491],[41.0908,41.7424,41.8833,41.4742,41.4994,41.5877,43.5981,44.1482,45.8095,45.4601,46.6698,46.5223,46.4528,46.9336,47.1009,47.4509,46.771,46.778,46.6284,46.499,45.4432,46.1498,45.29,45.3358,43.3067,42.0662,40.7164,40.7763,40.8085,40.437,39.9815,39.6349],[41.4614,41.5139,41.5112,42.2064,41.6097,41.2197,43.0812,44.7817,44.4617,45.1149,46.8796,46.7133,45.31,46.3367,46.962,47.1703,47.1664,46.2836,46.1561,46.3451,45.8472,45.4715,45.5021,46.3942,44.6509,42.6688,41.1638,41.0591,40.7029,39.4845,39.8464,39.6664],[40.7024,41.3165,41.2415,41.7674,41.3264,41.6283,42.8147,43.9613,45.6249,46.1615,45.6324,44.9237,44.931,46.4142,46.6134,46.9747,46.9033,46.4421,46.2617,45.9931,45.7774,45.64,45.4694,45.8574,46.0225,45.1529,41.7235,41.4083,40.296,40.6853,40.1779,40.2844],[41.7703,41.1685,41.9663,42.0339,41.0206,41.452,42.9053,44.4045,46.4196,45.9999,45.1463,45.1593,45.3409,45.9545,46.6474,46.661,46.776,46.1598,46.4909,46.5501,45.6842,45.3054,44.9841,45.7443,45.7147,44.6666,43.149,42.3897,41.9595,41.7481,40.4983,40.3247],[40.7508,42.2124,41.2532,41.7811,41.3659,41.6459,43.0331,44.7588,46.1684,46.8622,46.3316,46.4819,45.7929,46.1167,46.6275,46.1431,45.9333,46.6116,45.6241,46.5043,45.6193,45.6459,45.4759,45.8687,46.0267,45.1541,42.3408,42.1789,42.4298,42.8607,41.0331,40.7115],[42.024,40.9408,41.3378,41.2369,41.4389,41.3225,43.6574,45.5394,46.7444,46.745,47.0679,46.2076,46.7373,46.339,46.3361,46.8281,46.8439,46.3353,46.1792,46.023,45.5298,44.8002,44.9874,45.4115,45.5509,44.3079,42.1978,42.0199,42.7272,42.3345,41.1392,40.8052],[41.4611,41.9602,41.4653,41.537,41.8835,41.9523,43.2301,44.2055,46.1957,46.5758,47.5773,46.5393,46.6394,46.7999,45.8015,45.8279,46.4517,46.7872,46.1419,46.3512,45.1449,45.3092,44.413,45.1718,44.9685,45.3789,42.1046,42.7435,41.8556,42.2647,41.4453,41.3279],[42.5337,41.1439,41.9866,41.8039,42.402,41.0271,42.1384,43.116,45.57,45.673,46.5793,46.2238,45.8868,45.5193,46.1865,46.3675,46.3736,45.6867,45.8491,46.893,46.0621,44.515,44.6414,45.0206,45.0225,44.854,43.3035,41.4823,42.4985,42.1276,42.3911,42.2554],[42.846,43.7922,42.2735,44.0891,42.4771,43.7692,42.3986,44.1747,43.4454,45.3085,46.1737,44.9754,46.0235,45.4747,45.6612,45.6799,45.4863,45.6497,45.4844,45.5132,44.271,44.4365,43.6682,43.374,42.7488,42.6021,42.6354,41.8963,41.9984,42.4284,42.4815,41.504],[44.1346,43.3888,44.8558,44.8386,44.6523,42.5934,44.6196,44.614,44.8543,44.647,45.5514,46.1323,45.3959,45.0255,45.5765,45.1964,44.6893,45.7099,45.184,45.0253,42.3731,42.7126,42.2801,42.1183,41.8612,41.6678,41.8981,41.389,42.06,43.0505,42.3679,42.0249],[44.2832,44.9616,44.9544,44.2915,44.3479,44.7674,44.5209,45.3566,45.1779,45.5102,45.5152,45.7471,45.149,46.1942,44.9665,45.5249,44.9924,45.6702,43.5383,43.739,41.6685,43.1563,41.4058,41.4899,41.3775,41.4071,41.4163,42.2726,41.3083,42.8351,42.659,43.125],[45.3644,45.2699,45.553,44.8632,44.4792,44.6124,45.4278,45.4179,45.4462,45.0339,45.5807,45.6217,45.6081,45.5687,45.7376,45.917,45.5879,45.2172,45.7388,44.6806,43.6131,41.9359,43.162,41.5338,41.6403,41.6638,41.6712,41.3564,42.663,42.0258,43.3706,42.7847],[44.7874,44.9722,45.6735,44.7323,43.8811,45.1997,45.7957,45.3839,45.1602,45.5749,45.5054,46.306,45.3515,46.4345,45.1671,45.9096,45.1563,45.3402,45.5337,45.5614,44.4223,44.982,44.0727,44.0648,41.0066,42.0386,41.2726,41.5525,41.3964,41.8815,42.9951,42.6044],[44.9092,44.8098,45.369,45.339,45.7714,45.4782,45.9328,45.5079,45.6844,44.8609,45.6151,46.4201,45.7955,45.7906,45.7781,45.9623,45.8138,45.604,45.6504,45.8463,45.8243,45.062,45.8056,44.7344,43.9063,41.5112,41.9606,42.6294,41.0712,41.7339,41.6699,43.6266],[43.9575,46.0189,44.2535,45.513,44.9777,45.6672,45.6414,46.0581,45.596,45.9733,45.7929,45.7849,45.9374,45.7743,45.7616,45.9612,45.9111,45.591,45.5673,45.5891,44.9818,44.9899,45.1929,45.8151,44.7965,45.057,42.4821,43.3428,41.513,42.3592,42.1698,42.4408],[45.5407,45.4754,45.7197,45.4327,46.1215,45.5675,45.1875,46.4579,46.6052,45.3172,45.9624,46.1501,46.1207,45.2979,46.2979,45.6871,45.5201,45.4879,45.9158,45.7367,45.9195,45.6871,45.9452,45.5749,45.9593,44.733,43.9091,42.875,42.2794,41.584,42.076,41.6515]]",false,15.4778367295553,120.596649914857,0,0,0,232225.00,2026-05-27 06:26:45.965859+00,false,true
2025-05-27 05:45:36.363636+00,2026-05-25T18-54-11.202Z.jpg,https://phtayazeiyvmoobmmhoe.supabase.co/storage/v1/object/public/captures/images/2026-05-25T18-54-11.202Z.jpg,25.2,NCNN,224,5,39.6,38.8,47.7,43.4,"[[41.7193,39.4138,40.8896,39.2674,40.5133,39.2858,40.9394,38.9676,40.7024,39.7452,40.4,39.9052,40.0147,39.6537,40.2136,39.9531,40.5198,39.4892,40.2302,39.8647,40.4135,39.9394,39.7068,39.6693,40.1976,39.7961,40.6503,39.0993,40.2877,39.3149,39.3947,40.2259],[39.4286,41.0835,39.2693,40.8358,39.4965,40.0333,39.2619,41.0917,39.7773,40.4551,39.6732,40.2205,39.931,40.7391,40.297,41.2071,39.8569,40.1377,39.9108,40.9398,39.5284,40.5628,39.1902,40.4008,39.7016,39.6844,40.0814,40.468,39.7076,40.3488,39.4894,40.5426],[41.6255,40.9409,42.0789,39.9598,40.3406,39.492,40.9154,39.6948,40.9778,40.0348,40.8365,40.1352,41.1932,40.6439,40.2692,40.3967,40.652,39.6274,40.1966,39.1096,40.0202,40.2605,39.8416,39.2919,40.5251,39.3281,40.2213,39.8543,40.2469,39.2656,40.4002,39.8346],[41.2465,42.7458,41.0242,41.4961,40.2602,41.0771,39.9533,40.852,40.0551,41.0917,40.3287,41.5796,40.6965,42.009,40.5237,41.6237,40.185,40.4407,39.8766,40.9097,39.9258,40.4896,39.3192,39.972,39.8252,40.4277,39.669,40.5316,39.4658,40.385,40.0356,40.379],[41.7363,41.0271,41.0474,40.4289,42.1748,40.2911,40.8635,40.7083,41.6006,41.5551,42.5449,43.9972,44.3373,43.1187,43.1141,42.4012,42.5939,41.565,41.4787,40.962,40.351,40.063,39.6576,39.9018,39.8271,39.6157,39.577,39.6156,39.8566,39.3679,39.9513,39.0989],[41.13,41.5756,41.1398,42.1088,40.9769,40.9704,40.7437,42.0047,41.6767,41.99,44.2301,46.0378,45.4622,45.2737,44.4114,43.9033,43.3529,43.3558,42.4542,43.0224,41.3383,41.7668,39.9202,40.5573,40.0876,40.2652,40.2507,40.6669,40.355,40.3004,38.9113,40.3473],[41.617,40.2949,41.85,40.3593,41.6909,40.4969,42.1704,41.8489,44.9007,45.277,47.5422,46.828,46.4416,45.9434,45.9199,45.9721,46.5818,46.2815,46.1145,46.1699,44.5657,43.0478,41.4389,41.6657,40.0956,39.8918,40.6906,39.7639,40.5962,39.4267,40.047,39.9235],[41.0304,41.2859,41.0468,41.9833,40.7716,42.1485,41.8793,43.0715,45.6673,46.0025,46.3548,47.7328,45.6269,46.1087,46.1522,46.6599,46.3088,46.9454,46.6491,47.2021,45.8043,45.3209,42.9698,42.8475,40.1716,40.908,40.3527,39.9866,40.1084,40.5073,38.8,40.6911],[42.1057,40.865,41.7006,41.5077,41.5187,40.8056,43.0324,44.3391,46.5041,45.8011,47.3421,47.0226,47.4372,46.2406,47.2398,46.9287,46.7473,46.4231,47.1078,45.805,46.7693,45.7914,45.9728,44.2709,42.9391,41.514,40.7293,40.2042,40.6267,39.4475,40.2265,39.6717],[40.0817,42.023,40.6732,42.2394,41.2234,42.0249,42.7073,44.2232,44.9849,45.988,45.6555,46.5265,45.4607,47.1539,46.2813,47.1492,46.1452,46.262,45.9684,46.8291,46.1612,45.9646,45.8354,46.7258,44.4634,43.3936,40.7881,40.8804,40.5204,40.5178,39.8795,40.9695],[41.9326,40.6782,41.9326,41.3705,42.1464,41.4429,42.8191,43.3964,45.436,45.7974,46.3155,44.2147,46.2332,45.5601,47.4136,46.6201,46.7127,45.7577,46.073,46.309,45.7581,45.1107,45.7989,45.8433,46.3617,45.3195,42.1161,41.0348,40.904,39.3033,39.9984,38.8336],[40.6499,41.897,41.1328,41.6415,40.6346,41.6631,43.0999,44.2204,45.5211,46.1631,45.4846,45.8343,45.8132,46.0996,45.9629,46.6396,46.5855,46.4664,45.4678,46.0292,45.3253,45.6316,44.9711,46.5925,45.5264,45.5422,42.3963,42.2102,41.5813,41.1772,39.6868,40.5716],[42.2193,41.3472,42.3787,40.7427,41.5835,40.8727,43.9879,45.1295,47.3793,47.0187,46.4882,43.6922,45.6042,45.5955,46.7715,45.955,46.7372,46.0937,46.2822,45.8117,45.2626,44.4364,45.2889,44.9834,45.4882,45.5028,41.3989,41.0398,42.4429,42.091,41.0623,40.745],[42.5428,42.802,41.3763,43.1791,42.2521,42.7005,44.795,45.5398,46.0316,46.5592,45.3255,46.022,45.3445,45.9874,46.3157,46.8059,46.1582,46.3141,45.6538,46.0064,44.8357,45.4668,44.6259,45.5779,45.3633,45.5545,40.8769,41.8409,42.5439,41.7645,40.1208,40.8408],[44.0677,43.368,44.3197,43.9137,44.9347,42.9615,44.9397,44.3942,44.7445,44.7867,44.9339,45.4841,45.6058,45.1029,45.6138,45.9782,46.7621,45.9399,46.2904,46.5021,45.8178,44.4424,45.4799,44.9863,45.145,45.1927,41.7294,40.8296,41.6742,41.4898,41.4752,41.1511],[43.7425,45.0431,43.9689,45.0254,44.0459,44.8123,44.2483,45.3708,44.2973,44.9548,44.9876,45.3435,44.6753,45.5028,44.9859,46.0133,45.515,46.1626,46.0002,46.1996,44.6681,45.0118,44.2778,45.3734,45.0173,44.4921,42.1672,41.8811,41.1345,42.1479,42.2118,41.244],[45.7191,44.3004,45.4123,44.7632,44.5433,44.1841,45.9229,45.3512,45.3009,44.5708,45.634,44.6107,45.8358,44.7731,45.9948,45.4931,45.6395,44.7775,45.4725,44.9783,45.1399,44.6039,44.4037,43.5539,43.1259,43.3559,42.8462,42.1099,42.8183,42.2471,42.5126,41.3278],[44.1906,44.8262,44.6764,45.0867,44.6717,45.0263,44.242,45.5987,44.8532,45.2,45.3673,45.9487,45.2092,45.8686,45.3917,45.5377,45.0183,45.0136,44.6484,45.3677,45.0278,45.0232,43.4006,43.7685,41.4881,41.8696,41.9155,42.0049,41.6782,42.468,41.7672,43.1172],[45.0742,44.778,45.6685,44.7722,45.9965,44.3771,46.1175,45.1712,45.7463,45.1384,46.241,45.7394,46.0196,45.1287,46.2014,45.8631,44.9801,44.9639,45.4957,45.1688,45.6663,44.7886,45.8924,44.8715,44.0586,42.1789,42.4364,41.4939,41.9547,41.6304,42.4802,42.7308],[44.4565,46.2692,45.1493,46.0086,44.7086,45.8633,45.8425,46.5867,45.0727,45.778,45.9462,46.3337,45.246,45.5623,44.8418,46.4315,45.4017,45.3827,45.0239,46.0996,45.0551,46.1153,45.9512,46.2012,43.938,44.1365,41.8934,42.3815,41.2477,41.8509,41.6662,42.831],[45.8715,44.7899,45.4939,45.241,46.0785,45.015,46.2219,45.4,46.5212,45.1984,45.6976,44.9946,46.0799,44.4136,45.5286,44.6396,45.3324,45.5191,45.3493,45.5601,45.5214,44.9821,45.7921,45.5916,45.9417,44.81,44.1976,43.4324,42.0751,41.2782,43.267,42.4294],[44.734,45.87,45.1932,46.3146,45.807,45.5138,46.1608,46.5313,45.3065,46.5873,45.2447,46.7996,44.5061,45.6096,45.0481,45.42,44.541,45.2396,45.285,45.849,44.7215,45.9939,45.056,45.6961,44.8974,45.2831,44.868,44.7002,41.7568,41.7741,41.2664,43.6816],[45.8655,45.5775,45.3058,45.8157,46.1564,45.928,46.7473,45.8753,46.8282,45.5878,46.0016,45.6012,45.7537,44.4626,45.7675,45.3994,45.5407,44.6498,45.3843,45.0257,45.1821,44.0403,45.7932,45.6326,45.6073,45.4708,46.0901,45.2829,43.5413,41.2822,42.477,42.025],[44.8477,45.5685,45.7938,46.2353,45.4893,45.6183,44.5767,46.7065,45.612,45.9462,45.7846,45.7799,44.796,46.4286,45.3641,45.5102,44.7792,45.687,44.7894,45.7489,44.3907,45.3201,45.3762,45.5952,45.3836,45.7577,45.4194,46.0976,44.5225,43.4368,42.3897,42.9512]]",false,15.4778272992292,120.596646461259,0,0,0,232230.00,2026-05-27 06:26:46.634438+00,false,true
